24 43 487 6 309 1906 490 18 16 2260 2|2140 122 78 9 823 61 1349 9 1 1 124 1 2
5 39 162 265 653 16 5 39 28 273 2|5 34 93 653 16 439 18 605 5 41 1264 9 2
5 39 45 9 1254 685 87 514 2043 2|5 195 16 860 18 4872 4 42 1301 9 31 12 2
73 84 4 50 48 9 93 4 36 26 7|5 44 29 105 13820 89 5 171 27 197 9 12 2
24 476 4 45 9 165 99 3515 10 2798 2|342 24 32 13 46 86 122 4362 10 2394 1397 1 2
6 316 3324 16 6 14429 43 1 74 1319 2|538 16 11 358 51 172 372 46 21 24 42 2167 2
295 24 42 162 353 10 964 9 5710 519 2|24 42 2948 25 10 5710 35 70 11 194 274 154 2
23 420 55 100 5080 10 2230 100 6506 14|4 10662 48 150 7 14 1053 7720 48 33 82 367 2
24 441 182 6 4506 9215 19 117 2351 2|5 34 50 61 110 1478 6 2618 4298 63 114 2003 2
5 32 13 46 10 1 5272 108 128 2|183 12 151 95 20193 1 108 20193 1 40 70 1793 2
12 444 67 10 729 1321 670 16 444 36 2|4 32 523 81 5 41 347 9 29 1177 31 4 7
73 85 4 50 6 912 9 27 959 7|72 31 24 30 9 31 26 1 7 24 109 8926 2
65 16 11 10 631 1096 167 13 12 7|5 66 111 96 596 38 12 420 58 631 1341 752 2
60 6 1 559 9 29 4579 2644 177 1 2|426 1 22 5267 9 6 583 40 10 4244 18 2018 2
51 992 63 2276 1 1 19 8882 1446 2|5 9885 13652 817 9 54 635 12 61 67 19 388 2
47 43 10 343 124 193 24 195 9 1302 2|6 208 1862 4399 17 31 24 30 9 90 12 735 7
254 12 11 96 10 123 740 116 45 2|667 25 126 11830 339 6 115 357 4 1184 6 3135 2
753 1 1 1 22 10 13323 1793 1093 94 2|1793 44 13 180 23 44 13 495 23 44 13 287 2
171 6 1 703 33 16 625 2587 11 1|79 16 47 306 1 1529 41 10 18182 61 40 24257 1844
56 5 30 556 699 9 1442 25 27 6101 2|5 714 5 660 100 1 15 183 1317 660 10 316 2
183 158 27 382 19 561 8626 20 2365 2|38 581 25 48 17 22 473 514 14030 33 20 12303 2
13138 62 74 9108 2787 15 16 11 12 2|190 27 201 11 818 15 26 1328 11 533 1432 7855 2
118 57 30 1865 9 3358 11 154 4 147 7|6 831 11 10 275 1567 9 3358 11 175 24 43 2
38 18 198 16 122 10 336 184 1602 56 2|85 23 194 129 4 1318 18 6 202 33 176 5777 7
4 34 83 36 6 1843 61 18 6 232 2|5 66 274 4 200 38 24 1652 111 499 30 24 7
40 208 1 1 12691 748 315 37 699 2|28 603 7975 135 13 1338 38 1 135 13 46 16 2
6888 1 126 7133 86 1 177 28 1755 2|72 301 2 16546 4 125 30 107 18197 11 3185 14 2
14291 107 100 1 3868 89 23 41 298 2|23 181 219 583 741 25 48 15 466 88 76 1731 2
5 66 96 1341 25 1 11704 25 902 231 2|27 382 500 11 96 1341 25 1487 11704 25 784 899 2
47 11 10 4642 1438 11284 62 203 45 2|53 431 373 9 746 61 17 17 56 11 6 98 2
36 6 1 360 10 1312 2394 400 26 1185 2|51 15856 1639 10 12561 10902 40 782 1372 798 15 69 2
38 12 420 55 4 911 309 18 82 9910 2|5 84 95 183 866 18 88 108 31 4 81 652 7
5 81 16 11 89 5 1016 25 48 2|67 6 327 18 26 123 213 40 36 176 362 1227 2
587 4 6 484 22 181 117 164 1167 2|15 53 4 44 13 31 16 110 4 42 162 644 2
5 145 12 11 55 1 10023 19 10 1303 2|51 43 5297 1141 19 211 249 1 15 211 249 1 2
753 4 34 516 75 10 1 523 1182 12906 2|1 1 449 3801 1 15 4048 7241 2804 661 5198 7737 2
199 492 23 267 9 29 10 2949 21438 2|62 564 23 122 16859 1406 73 293 447 23 44 5946 2
4 118 1255 25 315 15 37 161 12 2|796 4 67 456 9 30 339 10 1 22609 2645 899 2
1 359 142 25 6 1 147 315 384 2|24 2092 26 1 16 1069 143 23 6461 6 6043 19 2
6 1 69 29 1868 175 17943 15 74 5172 2|206 61 16 12507 1598 4 66 78 2105 383 6 3399 2
12 11 10 586 416 586 272 61 47 2|15 31 4 46 21 258 18 586 4 195 9 29 7
1756 715 1427 16 23 41 1698 10 1 1 2|16 11 6 270 2394 51 360 76 6 503 33 1693 2
89 24 107 6 1943 18 6 1523 19 8571 2|15 24 278 6 9923 246 18 6 626 15 6 153 17
15 5 39 136 6 2017 69 260 16 3044 2|58 53 4 234 45 9 5288 20 177 528 10 574 17
627 12 22 28 273 1 11 1 12 56 2|10 5564 3139 18 2350 1 113 100 2862 19 580 1 2
24 66 78 10 9532 1 19 15540 1 793 2|5 34 30 9 635 12 61 154 24 44 8307 1 2
85 24 2082 19 6 408 25 878 108 2455 7|60 942 1771 53 4 222 24 85 1015 1 9 2455 2
4 80 20 9 18222 25 10 1 1 7|35 5 80 4 9 50 114 1 15 10 1430 3462 2
56 6 1602 18 176 1 10883 2406 578 2|51 109 76 23 2724 88 983 82 443 18 3419 798 2
248 4 42 935 33 6 3225 535 87 1296 2|36 18 16 1367 20 4 66 78 128 33 28 197 2
6 1352 24 50 61 18 45 6 144 2|1069 11 296 9 6 214 92 23 84 180 40 13810 2
174 5358 151 29 708 10 3103 108 10 1074 2|11132 5 84 55 9 943 6 3188 1 27 1132 7952 2
16 11 6 7762 19 388 5 299 1307 587 20|739 6 5412 9 26 1147 15 4 42 61 18 292 2
3138 346 23 11 78 35 3488 87 200 45 2|36 64 24 42 162 30 9 635 82 1172 550 2352 2
16 11 6 3117 5304 16 4 42 19 2|12 1 6 582 18 6 618 9 7861 62 6 3249 2
174 624 1676 5707 88 87 6 5960 18 8210 2|51 10938 6 1472 15 1 12 11 798 177 10 1417 2
60 12876 5 125 95 25 279 5 149 4193 2|19 588 5 149 91 9 129 26 532 10 905 537 2
47 11 10 239 19 540 4525 25 1 2|118 4 83 20 46 53 74 364 11 318 25 20 7
4 15 1 69 1134 113 1 6 3817 150 2|1 5 885 12 297 13 20 51 85 12 237 20 2
296 99 36 177 26 40 211 18637 15 12179 2|16 11 6 115 5 824 279 68 211 18637 15 12179 2
12 22 10 226 18 241 2332 9 99 2|38 279 730 10 98 47 109 1 1 723 13 47 7
25 1721 2234 117 12803 41 716 730 26 169|9 572 99 36 87 6630 11 798 89 24 109 330 10393
26 214 22 2809 1 1 11 1 27 308 2|10 4187 16 911 142 87 685 70 861 2005 231 384 2
174 315 23 11 10 123 1129 40 99 38 17|5 34 180 9 48 76 334 76 5 50 100 2009 2
85 16 1 87 8798 194 50 97 9 99 7|5 34 503 48 63 33 27 115 9 517 2 10 2
23 425 4 6 522 18 6 10386 999 2|16 11 92 10 275 18 394 18 6208 360 9 54 2
12 11 96 10 166 731 672 13 12 7|65 38 4 75 12 11 59 9 6 64 4397 17776 2
5 112 13 30 126 778 40 16 207 2|21 68 28 1810 126 18 88 30 10 778 40 74 7
24 84 29 4057 1792 18 12818 1 18 13933 2|38 120 70 1 15 24 66 78 88 130 10 3801 2
5 2808 12 41 6 6001 87 27 721 2|111 85 5 81 5 84 29 100 15063 19 6 1963 1395
67 73 6364 856 44 10 9389 4309 541 29 7|21 6 787 109 4 445 2562 200 27 191 55 16 7
24 2919 16 1 22 19 1163 18 36 26 2|56 4 42 587 20 16 26 239 1 6466 11 401 7
24 42 296 383 115 2|718 28 6122 19 6 424 14
24 14092 12 36 217 2|2159 15 7488 1 41 3836 2
72 86 41 6 9778 7|9771 5 21 31 4 145 7
5115 64 793 540 848 2|16 11 2371 177 6 5632 2
4 44 13 30 12 2|12 11 4794 9 157 221 2
122 10 814 94 194 143|83 11 353 6 16701 144 7
398 4410 27 539 1 2|247 19 10 551 18 153 2
117 2484 40 2416 139 1|47 125 29 2416 40 6 13023
12 41 27 349 164 2|64 15 56 12 11 365 2
839 119 5253 7790 6695 2|16 11 124 175 1589 657 2
97 33 6 881 489 2|4 42 262 10 4745 23172 2
79 31 4 822 20 7|79 1 4 1 20 45 7
22 47 236 115 63 7|12 227 13 102 16 115 2
852 2909 209 9 20 2|5 44 265 16 5 252 2
23 3514 36 6 98 2|1 23 599 36 6 98 2
137 4 32 13 195 9|35 32 13 350 68 12 2
12 11 36 152 4014 2|21 118 29 144 25 4 7
5 39 4530 40 4 2|12 297 13 67 180 2898 2
6163 50 1397 16 1704 2|60 17 16 152 3591 2605 2
4 570 9815 6 2535 7|366 25 4 897 913 12 2
31 5 30 10 3810 7|6 94 234 87 554 20 2
38 1 1848 40 17564 2|24 299 97 9 6 352 2
1332 2394 19 1 1607 14|5 230 13 78 10 515 14
12 11 35 332 56 2|5 32 13 80 9 466 4
183 12 41 938 1042 2|35 12 41 6 1668 1427 2
5509 33 10 290 1311 2|21 6 1784 22 26 1328 7
12 11 10 547 361 2|5 118 66 219 16 1173 2
67 25 10 886 305 2|21 11 257 40 26 433 7
58 73 84 12 54 7|5 39 45 363 13 5 7
4 109 210 28 324 2|58 92 43 24 33 16782 7
73 84 4 161 20 7|5 84 2880 4 9 368 2
21 667 22 16 510 7|4 46 26 667 105 60 2
73 31 4 55 16 7|81 4 44 161 28 1417 7
691 691 50 10 777 2|149 5 469 2 5076 2 7
5 67 195 114 98 2|5 441 54 180 9 4576 2
21 43 4 333 68 7|51 67 235 112 13 51 7
4 80 9 1083 20 7|58 4 499 1 1 45 7
75 4 570 33 2293 2|5 34 180 9 4 412 2
3939 125 119 3006 1294 14|5 44 13 345 262 2434 14
4 44 13 703 20 2|5 39 37 10 362 239 2
11697 1 4 42 1 2|291 20 97 6 77 605 2
24 78 9 50 12615 2|129 48 10 9416 87 20 2
12 34 29 36 64 2|5 34 90 252 18 4 2
56 21 43 4 498 7|31 24 30 9 139 56 7
675 57 219 10 763 2|5 34 54 206 27 256 2
24 101 66 274 88 2|1 666 1270 6 19422 56 14
73 43 4 1464 1 7|5 39 306 9 29 97 2
753 5 372 85 16 38|4 46 47 43 184 193 2
60 127 714 6 385 2|5 149 37 45 9 1083 2
796 5 50 26 191 2|5 39 37 2021 10 1277 2
4 42 4428 238 60 14|26 22 37 1 11 2941 2
33 233 6210 33 233 19057|357 47 11 140 235 18 1094
102 62 211 1374 470 2|38 24 196 30 10 393 14
28 1209 2530 211 2192 2|51 34 111 90 4 97 2
23 234 9 27 18435 2|23 143 24 109 91 1123 2
32 13 350 513 3368 2|5 39 6264 18 174 193 2
21 264 9 28 4538 7|5 1016 38 4739 4627 20 2
4 42 851 6 270 2|4 81 10 9308 22 7371 2
24 43 193 9 59 2|45 11 28 1116 64 47 14
38 5 196 139 48 2|21 11 23 347 9 883 7
4 29 64 554 99 14|334 76 24 42 19 292 14
3042 86 11 683 253 7|2888 1094 10993 6 22783 1 2
4 46 86 4 43 2|21 208 670 22 26 894 7
251 68 117 123 444 1|2052 227 13 195 9 46 2
2648 25 288 11 925 2|5 39 8581 40 4 94 2
694 11 43 37 483 2|67 5076 11 2 5 46 2
12 11 296 547 61 2|5 39 162 129 4 191 2
5 32 13 81 58 2|5 178 24 107 100 3229 2
70 98 5 234 19 2|953 4419 20 9 147 570 2
172 5 265 4 128 7|69 4 83 54 18 20 7
1332 2394 19 1 1607 14|5 230 13 78 10 515 14
82 603 1 1 1 2|58 6 402 6 1 41 219
87 28 3046 5 600 1|59 40 99 15 36 22 60
4 42 243 40 20 14|75 4 62 6 493 20949 2
16 11 36 5 31 7|16 11 543 36 4 31 2
24 42 168 10 1 17|4 135 13 161 48 45 2
12 11 808 16625 47 2|4 32 13 440 732 12 7
1 5 526 26 104 2|110 79 363 13 24 530 7
45 59 6 164 908 372|83 11 54 61 19 6 617
12 11 10 2034 2221 2|47 11 140 257 40 48 2
399 10 1832 3500 1682 7|16 22 105 2668 18 4 2
21 6 1784 22 26 7|870 26 860 18 14871 3605 14
5 39 160 513 8122 2|5 34 182 318 5 609 2
171 6 2204 19 6993 2|16 34 31 25 56 5269 2
375 373 9 459 4 2|35 70 11 5745 4 5287 2
4 440 50 16 408 7|67 129 12 10 123 1530 7
15 12 22 37 6 402|5 523 13690 69 129 998 20
168 5 323 61 79 2|23 41 19 139 40 16472 2
21 31 4 440 31 7|5 440 728 6 6072 21741 2
183 5 151 30 247 17|4 926 13 180 55 16 2
570 26 41 68 1 2|24 43 1 1 1 1 2
5 8739 10 1348 776 2|4 196 3403 10 1348 776 2
24 42 802 74 1577 2|57 11 802 99 7303 6619 2
38 460 86 28 1382 7|69 4 129 20 114 3344 7
57 11 6229 19 1730 14|57 227 13 195 28 165 2
4 42 37 157 1800 2|4 503 6 586 37 20 2
4 1088 20 5048 1618 2|255 5 159 25 4 1521 7
12 11 19 117 1 2|147 124 8940 19 6 424 14
21 22 26 10 2447 7|50 1031 18 16 1182 1046 2
10830 1 43 1358 33 2|24 43 91 9 13660 1 2
230 13 4 162 2209 7|5 55 435 89 51 2209 2
17 15 290 1687 2478 2|5 34 1308 48 25 192 17
15 5 44 54 545 7|54 154 5 454 27 197 14
458 1163 754 1 1 2|1 24141 2753 70 245 3898 2
56 12 11 27 370 2|101 4 389 4274 127 2811 7
60 4 109 64 10391 2|1 1 23831 3986 1 205 2
5 39 37 767 573 2|9 787 40 36 18 88 2
90 20 61 9 536 7|83 20 119 236 206 164 2
35 4 42 380 77 436|5 135 13 1004 33 4 17
74 816 12 41 757 14|128 264 154 57 118 819 2
5 31 37 129 12 2|4018 23 22 196 28 308 2
4 42 100 8878 1061 2|6 663 2574 8187 9 4 2
5 178 14056 706 20 2|57 216 15 57 181 69 2
4 78 1 11 1589 7|23 34 30 9 756 20 2
5 41 1515 157 110 2|4165 1 425 26 9 20 2
43 4 645 62 20 7|24 109 219 25 426 184 2
18 198 51 42 22166 2|26 167 13 10 2781 9362 2
135 13 4 804 20 7|27 1283 227 13 1190 12 2
12 11 10 1063 1279 2|51 30 9 635 12 61 2
971 2500 22 1 7102 2|55 511 479 11 87 1 2
5619 69 386 76 10 2965|1 2508 44 13926 177 6 792
32 13 503 6 1265 2|21 11 6 226 5590 4 7
127 17 90 27 422 2|56 355 28 197 9 20 2
190 32 13 1118 12 2|1154 19 2005 22 397 405 2
1459 23 679 20 63 2|72 4 1234 128 87 48 7
44 4 1331 28 197 7|26 22 6 115 12 1028 2
4891 5 39 10 1 2|58 21 43 4 45 25 7
218 16 4 123 7214 7|655 15 395 755 64 63 2
